id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion,Bid identifier
61663990,,0,300.51,0.163,48.98313
61664029,,0,-23.12,0.311,-7.19032
61664113,,0,-63.28,0.389,-24.61592
61664138,,0,59.52,0.352,20.95104
61664137,,0,118,0.211,24.898
61664178,,0,72.96,0.379,27.65184
61664212,,0,49.84,0.221,11.01464
61664218,75,1,741.4,0.872,646.5008
61664304,,0,-124.48,0.251,-31.24448
61664367,,0,-129.52,0.281,-36.39512
61664461,35,1,320.9,0.211,67.7099
61664471,,0,-97.76,0.447,-43.69872
61664525,,0,-22.72,0.404,-9.17888
61664537,,0,129.52,0.251,32.50952
61664601,75,1,499.04,0.5,249.52
61664675,3,0,328.44,0.208,68.31552
61664724,35,1,370.44,0.191,70.75404
61664738,50,1,411.48,0.283,116.44884
61664761,75,1,579.28,0.169,97.89832
61664893,,0,-114.16,0.348,-39.72768
61664923,35,1,291.58,0.248,72.31184
61664981,75,1,707.09,0.457,323.14013
61665014,75,1,419.32,0.404,169.40528
61665060,,0,-73.2,0.265,-19.398
61665099,,0,-84.24,0.394,-33.19056
61665208,,0,17.92,0.559,10.01728
61665316,,0,-35.04,0.414,-14.50656
61665312,35,1,309.9,0.33,102.267
61665390,,0,65.52,0.283,18.54216
61665459,35,1,144.8,0.345,49.956
61665462,35,1,161.92,0.507,82.09344
61665615,35,1,237.28,0.36,85.4208
61665643,,0,-59.04,0.503,-29.69712
61665730,,0,16.08,0.234,3.76272
61665792,35,1,207.44,0.256,53.10464
61665818,75,1,463.72,0.335,155.3462
61665917,,0,-106.88,0.466,-49.80608
61665922,,0,-28.4,0.471,-13.3764
61665964,,0,-39.52,0.088,-3.47776
61665948,75,1,483.22,0.397,191.83834
61666067,,0,-15.28,0.535,-8.1748
61666278,,0,-122.64,0.298,-36.54672
61666291,75,1,398.58,0.453,180.55674
61666309,,0,-43.36,0.587,-25.45232
61666308,,0,-47.2,0.18,-8.496
61666320,,0,51.28,0.254,13.02512
61666435,,0,-71.84,0.193,-13.86512
61666471,,0,112.24,0.23,25.8152
61666513,,0,-22.32,0.356,-7.94592
61666535,,0,-124.08,0.361,-44.79288
61666533,35,0,439.01,0.192,84.28992
61666544,35,0,295.66,0.257,75.98462
61666562,35,1,142.08,0.496,70.47168
61666625,35,1,221.36,0.333,73.71288
61666633,35,1,146.48,0.757,110.88536
61666785,,0,119.76,0.25,29.94
61666854,,0,-99.28,0.385,-38.2228
61666869,,0,-29.92,0.408,-12.20736
61666977,35,0,409.95,0.176,72.1512
61667005,,0,-10.56,0.222,-2.34432
61667014,75,1,460.81,0.499,229.94419
61667025,,0,-59.6,0.191,-11.3836
61667103,,0,-111.68,0.211,-23.56448
61667139,,0,141.12,0.164,23.14368
61667205,,0,4.56,0.225,1.026
61667305,,0,-62.16,0.328,-20.38848
61667415,,0,-59.84,0.262,-15.67808
61667524,,0,-38.24,0.432,-16.51968
61667736,35,1,383.77,0.298,114.36346
61667771,35,1,198.8,0.334,66.3992
61667867,35,1,240.96,0.224,53.97504
61667906,,0,-79.12,0.299,-23.65688
61667935,,0,-28.88,0.275,-7.942
61667936,35,1,218.56,0.438,95.72928
61668028,,0,0.32,0.382,0.12224
61668095,35,1,325.02,0.226,73.45452
61668148,,0,-103.84,0.432,-44.85888
61668186,,0,-22.24,0.489,-10.87536
61668204,50,1,492.88,0.209,103.01192
61668268,,0,19.04,0.361,6.87344
61668284,35,0,116.56,0.559,65.15704
61668300,75,1,452.13,0.307,138.80391
61668368,,0,232,0.218,50.576
61668416,,0,92.96,0.353,32.81488
61668485,3,0,113.52,0.284,32.23968
61668542,35,1,168,0.332,55.776
61668556,,0,30.56,0.402,12.28512
61668562,,0,68,0.387,26.316
61668636,,0,86,0.38,32.68
61668875,,0,7.76,0.187,1.45112
61668914,35,1,219.2,0.518,113.5456
61668937,35,1,217.76,0.324,70.55424
61669208,,0,69.6,0.231,16.0776
61669250,75,1,817.63,0.311,254.28293
61669260,,0,14.64,0.469,6.86616
61669352,,0,-22.08,0.301,-6.64608
61669453,3,1,109.12,0.354,38.62848
61669582,,0,-59.76,0.435,-25.9956
61669587,,0,-87.44,0.218,-19.06192
61669633,,0,43.92,0.265,11.6388
61669691,35,0,320.13,0.26,83.2338
61669735,,0,-57.52,0.48,-27.6096
61669921,3,0,211.28,0.197,41.62216
61670045,,0,-17.2,0.295,-5.074
61670042,50,1,496.22,0.194,96.26668
61670164,35,1,260.8,0.298,77.7184
61670198,,0,-126.32,0.215,-27.1588
61670316,35,1,212.48,0.287,60.98176
61670332,,0,-3.28,0.443,-1.45304
61670337,75,1,751.92,0.263,197.75496
61670391,,0,-63.84,0.48,-30.6432
61670421,,0,-106.72,0.285,-30.4152
61670463,,0,28.72,0.414,11.89008
61670446,35,0,372.33,0.196,72.97668
61670495,75,1,634,0.24,152.16
61670751,3,0,149.92,0.298,44.67616
61670762,35,1,319.67,0.272,86.95024
61670822,,0,-73.76,0.213,-15.71088
61670865,,0,37.12,0.298,11.06176
61670953,75,1,473.34,0.585,276.9039
61671185,75,1,561.65,0.248,139.2892
61671184,35,1,417.54,0.208,86.84832
61671215,,0,-31.12,0.71,-22.0952
61671218,,0,18.96,0.189,3.58344
61671226,,0,-35.12,0.219,-7.69128
61671383,,0,16.32,0.574,9.36768
61671420,,0,11.04,0.212,2.34048
61671469,,0,93.92,0.25,23.48
61671495,,0,-105.92,0.358,-37.91936
61671525,,0,-0.24,0.68,-0.1632
61671530,3,0,165.76,0.288,47.73888
61671538,75,1,432.44,0.304,131.46176
61671626,75,1,552.15,0.54,298.161
61671678,35,1,297.39,0.174,51.74586
61671690,75,1,397.1,0.402,159.6342
61671695,75,1,506.24,0.256,129.59744
61671740,3,0,214.32,0.182,39.00624
61671829,,0,-72.4,0.374,-27.0776
61671837,35,0,109.84,0.55,60.412
61671961,75,1,720.31,0.185,133.25735
61672030,35,1,380.62,0.272,103.52864
61672035,75,1,743.22,0.34,252.6948
61672094,,0,7.6,0.343,2.6068
61672161,35,0,234.72,0.239,56.09808
61672210,35,1,158.48,0.351,55.62648
61672223,75,1,596.34,0.501,298.76634
61672353,35,0,193.28,0.367,70.93376
61672372,,0,-56.32,0.194,-10.92608
61672473,,0,-79.6,0.249,-19.8204
61672518,,0,184.32,0.54,99.5328
61672515,75,1,595.83,0.211,125.72013
61672526,35,0,258.32,0.386,99.71152
61672567,,0,-77.44,0.371,-28.73024
61672635,35,1,137.44,0.592,81.36448
61672676,,0,-92.96,0.32,-29.7472
61672768,35,1,239.52,0.464,111.13728
61672812,,0,-115.28,0.447,-51.53016
61672967,,0,-105.12,0.393,-41.31216
61673076,3,1,313.53,0.278,87.16134
61673176,35,1,224.56,0.509,114.30104
61673256,,0,194.32,0.191,37.11512
61673349,35,1,442.08,0.17,75.1536
61673412,,0,-124.96,0.28,-34.9888
61673582,,0,97.68,0.287,28.03416
61673623,,0,70.24,0.279,19.59696
61673622,,0,124.24,0.208,25.84192
61673626,35,0,268.84,0.423,113.71932
61673636,35,1,406.83,0.241,98.04603
61673830,3,0,247.92,0.144,35.70048
61673872,3,0,119.04,0.251,29.87904
61673883,,0,-127.2,0.311,-39.5592
61674002,,0,-29.2,0.489,-14.2788
61673991,50,0,586.82,0.127,74.52614
61674006,35,1,308.98,0.4,123.592
61674042,,0,-51.76,0.454,-23.49904
61674046,35,1,146.72,0.534,78.34848
61674071,,0,19.2,0.267,5.1264
61674085,75,1,412.58,0.371,153.06718
61674159,,0,16.4,0.454,7.4456
61674313,3,0,116.56,0.309,36.01704
61674381,,0,21.36,0.431,9.20616
61674405,75,1,671.72,0.347,233.08684
61674517,,0,-0.56,0.514,-0.28784
61674796,75,0,605.76,0.587,355.58112
61674833,35,0,265.06,0.25,66.265
61674830,35,0,251.84,0.328,82.60352
61674953,,0,-3.44,0.28,-0.9632
61674951,35,1,248.72,0.463,115.15736
61674984,,0,-98.24,0.417,-40.96608
61675013,,0,-89.44,0.43,-38.4592
61675078,,0,95.36,0.298,28.41728
61675108,,0,-119.36,0.256,-30.55616
61675091,35,1,522.58,0.132,68.98056
61675151,,0,78.32,0.438,34.30416
61675255,75,1,634.28,0.149,94.50772
61675341,,0,-50.32,0.652,-32.80864
61675420,,0,97.28,0.34,33.0752
61675441,,0,104.4,0.31,32.364
61675490,,0,-21.92,0.554,-12.14368
61675491,,0,-101.6,0.565,-57.404
61675518,,0,106.24,0.254,26.98496
61675604,,0,103.44,0.277,28.65288
61675612,,0,87.44,0.334,29.20496
61675598,35,1,194.16,0.432,83.87712
61675837,3,0,147.36,0.174,25.64064
61675907,35,0,249.28,0.295,73.5376
61676133,35,1,514.91,0.208,107.10128
61676172,35,1,227.04,0.229,51.99216
61676194,,0,1.92,0.484,0.92928
61676215,,0,1.2,0.526,0.6312
61676225,,0,-112.32,0.204,-22.91328
61676319,,0,-40.96,0.316,-12.94336
61676351,,0,11.84,0.491,5.81344
61676344,75,1,672.76,0.342,230.08392
61676381,,0,-65.52,0.36,-23.5872
61676385,,0,88.96,0.306,27.22176
61676417,,0,79.36,0.319,25.31584
61676513,75,1,642.04,0.302,193.89608
61676591,75,1,591.96,0.234,138.51864
61676725,,0,67.44,0.362,24.41328
61676802,50,1,451.08,0.218,98.33544
61676833,35,1,343.12,0.386,132.44432
61677002,,0,38.8,0.366,14.2008
61677012,3,0,236.4,0.188,44.4432
61677095,,0,92.88,0.203,18.85464
61677098,35,0,199.04,0.522,103.89888
61677123,35,0,267.84,0.408,109.27872
61677133,,0,-92.64,0.368,-34.09152
61677140,,0,49.52,0.694,34.36688
61677208,35,0,222.8,0.395,88.006
61677302,35,1,327.68,0.274,89.78432
61677338,35,1,401.24,0.235,94.2914
61677336,35,1,217.44,0.299,65.01456
61677433,3,0,109.68,0.297,32.57496
61677503,35,0,332.53,0.412,137.00236
61677616,75,1,505.39,0.369,186.48891
61677649,,0,-16.96,0.297,-5.03712
61677782,3,0,226.08,0.164,37.07712
61677838,35,1,152.72,0.324,49.48128
61677955,75,1,598.84,0.303,181.44852
61678035,75,1,799.39,0.24,191.8536
61678067,,0,-58.96,0.273,-16.09608
61678092,,0,18.8,0.216,4.0608
61678136,,0,38.32,0.496,19.00672
61678132,,0,-95.52,0.287,-27.41424
61678216,75,1,591.24,0.245,144.8538
61678300,3,1,189.52,0.217,41.12584
61678331,75,0,611.79,0.446,272.85834
61678488,35,1,217.04,0.259,56.21336
61678532,35,1,346.25,0.232,80.33
61678572,,0,110.64,0.274,30.31536
61678623,,0,174.96,0.311,54.41256
61678735,75,1,723.74,0.146,105.66604
61678760,35,1,188,0.301,56.588
61678795,3,0,140.8,0.209,29.4272
61678893,,0,48.32,0.509,24.59488
61679261,,0,-116.56,0.302,-35.20112
61679433,75,1,474.05,0.474,224.6997
61679442,,0,192.08,0.385,73.9508
61679559,3,0,158.56,0.26,41.2256
61679592,,0,-39.92,0.389,-15.52888
61679588,35,1,154.24,0.377,58.14848
61679622,,0,33.12,0.45,14.904
61679680,75,1,572.05,0.297,169.89885
61679761,,0,84.16,0.173,14.55968
61679765,,0,24.4,0.37,9.028
61679770,,0,-95.04,0.334,-31.74336
61679809,35,1,185.44,0.466,86.41504
61679845,50,1,444.94,0.227,101.00138
61679860,,0,4.16,0.292,1.21472
61680062,75,1,604.16,0.464,280.33024
61680074,3,0,141.84,0.208,29.50272
61680138,50,1,312.76,0.626,195.78776
61680181,,0,-9.92,0.253,-2.50976
61680206,3,0,115.44,0.324,37.40256
61680264,,0,-97.2,0.252,-24.4944
61680304,,0,46.08,0.329,15.16032
61680303,35,1,138.48,0.404,55.94592
61680404,,0,-69.84,0.464,-32.40576
61680440,,0,196.16,0.29,56.8864
61680503,3,0,151.28,0.238,36.00464
61680907,,0,59.76,0.433,25.87608
61680940,,0,-116.72,0.566,-66.06352
61680949,3,0,167.36,0.225,37.656
61680957,35,1,393.79,0.27,106.3233
61681032,,0,-75.44,0.459,-34.62696
61681078,35,1,218.96,0.285,62.4036
61681179,50,1,401.52,0.286,114.83472
61681213,35,1,437.68,0.332,145.30976
61681302,3,1,99.28,0.536,53.21408
61681335,,0,-80.08,0.414,-33.15312
61681370,3,0,133.12,0.224,29.81888
61681417,,0,23.04,0.266,6.12864
61681452,,0,-112.32,0.423,-47.51136
61681490,,0,-53.68,0.438,-23.51184
61681511,3,1,154.24,0.157,24.21568
61681575,,0,30.08,0.391,11.76128
61681620,,0,11.6,0.405,4.698
61681670,,0,-98.56,0.206,-20.30336
61681727,35,1,185.6,0.544,100.9664
61681759,35,1,367.61,0.295,108.44495
61681771,3,0,136.48,0.244,33.30112
61681791,,0,-18.16,0.43,-7.8088
61681811,,0,68.64,0.672,46.12608
61681841,75,1,376.16,0.425,159.868
61681871,,0,50.48,0.436,22.00928
61681907,,0,60.16,0.649,39.04384
61681963,35,1,301.29,0.435,131.06115
61682036,,0,-94.24,0.43,-40.5232
61682064,,0,273.17,0.235,64.19495
61682095,75,1,816.12,0.375,306.045
61682115,3,1,102.32,0.364,37.24448
61682141,,0,-84.08,0.331,-27.83048
61682340,35,0,169.44,0.498,84.38112
61682381,35,1,236.4,0.337,79.6668
61682504,3,0,190.4,0.218,41.5072
61682511,35,1,227.04,0.32,72.6528
61682550,,0,149.52,0.149,22.27848
61682574,,0,43.28,0.179,7.74712
61682563,35,1,413.76,0.183,75.71808
61682611,,0,59.28,0.158,9.36624
61682610,,0,11.04,0.302,3.33408
61682734,,0,-45.2,0.239,-10.8028
61682814,,0,18.16,0.581,10.55096
61682903,35,1,404.32,0.391,158.08912
61682927,,0,-118.24,0.427,-50.48848
61682928,,0,100.64,0.232,23.34848
61682960,35,0,375.29,0.27,101.3283
61683006,,0,77.12,0.353,27.22336
61683028,75,1,359.42,0.47,168.9274
61683060,75,1,498.92,0.327,163.14684
61683133,35,1,285.27,0.25,71.3175
61683171,35,0,120.32,0.526,63.28832
61683216,,0,57.12,0.237,13.53744
61683208,35,1,189.36,0.399,75.55464
61683238,3,1,108.24,0.309,33.44616
61683283,,0,133.28,0.181,24.12368
61683275,75,1,579.23,0.274,158.70902
61683306,,0,-131.6,0.355,-46.718
61683385,,0,-113.04,0.515,-58.2156
61683392,,0,-110.64,0.41,-45.3624
61683461,75,1,544.59,0.329,179.17011
61683472,75,1,793.72,0.197,156.36284
61683587,,0,-29.68,0.378,-11.21904
61683666,35,1,277.81,0.232,64.45192
61683742,35,0,329.57,0.181,59.65217
61683783,,0,-66.48,0.276,-18.34848
61683798,35,1,264.32,0.235,62.1152
61683926,3,0,140.24,0.192,26.92608
61683934,50,0,352.71,0.42,148.1382
61684028,,0,253.28,0.308,78.01024
61684153,,0,191.92,0.361,69.28312
61684160,35,0,222.72,0.313,69.71136
61684194,,0,116.56,0.214,24.94384
61684271,,0,-31.92,0.151,-4.81992
61684326,,0,7.84,0.243,1.90512
61684347,,0,-11.12,0.608,-6.76096
61684390,75,1,659.59,0.276,182.04684
61684441,,0,-79.84,0.305,-24.3512
61684443,35,1,454.22,0.173,78.58006
61684482,,0,74.4,0.237,17.6328
61684468,75,1,603.25,0.234,141.1605
61684508,75,1,698.82,0.226,157.93332
61684733,,0,-7.92,0.445,-3.5244
61684788,,0,-97.12,0.361,-35.06032
61684829,,0,109.44,0.23,25.1712
61684840,75,1,449.63,0.398,178.95274
61684889,,0,-14.88,0.246,-3.66048
61684890,35,0,211.76,0.389,82.37464
61684910,,0,58.24,0.563,32.78912
61684939,,0,-57.76,0.275,-15.884
61684997,,0,-18.16,0.191,-3.46856
61685060,,0,33.6,0.561,18.8496
61685062,35,1,424.45,0.434,184.2113
61685074,,0,77.36,0.3,23.208
61685088,35,0,248.4,0.285,70.794
61685114,,0,69.04,0.286,19.74544
61685184,,0,44.72,0.54,24.1488
61685200,35,1,145.92,0.512,74.71104
61685208,75,1,513.59,0.233,119.66647
61685278,,0,34,0.255,8.67
61685327,3,0,200.32,0.224,44.87168
61685400,75,1,610.25,0.291,177.58275
61685404,3,0,217.28,0.193,41.93504
61685419,,0,-90.88,0.28,-25.4464
61685557,75,1,486.1,0.275,133.6775
61685562,35,0,139.04,0.384,53.39136
61685641,35,1,263.76,0.327,86.24952
61685747,35,1,206.96,0.638,132.04048
61685769,,0,51.68,0.28,14.4704
61685868,,0,59.84,0.286,17.11424
61685879,,0,-112,0.267,-29.904
61685902,75,1,599.55,0.289,173.26995
61685921,,0,-50.64,0.167,-8.45688
61685930,35,0,260,0.498,129.48
61685962,,0,-75.2,0.436,-32.7872
61686082,35,1,284.48,0.528,150.20544
61686094,,0,72.24,0.183,13.21992
61686096,,0,-25.92,0.318,-8.24256
61686125,,0,45.44,0.396,17.99424
61686161,,0,-11.92,0.295,-3.5164
61686356,75,1,410.85,0.478,196.3863
61686446,35,1,267.6,0.395,105.702
61686508,,0,19.44,0.252,4.89888
61686503,35,1,279.64,0.262,73.26568
61686719,,0,85.68,0.304,26.04672
61686842,50,0,475.44,0.236,112.20384
61686854,35,0,498.86,0.35,174.601
61686885,,0,14.4,0.258,3.7152
61686924,35,0,304.01,0.292,88.77092
61687016,35,1,180.8,0.329,59.4832
61687024,35,1,207.68,0.329,68.32672
61687057,35,1,361.25,0.237,85.61625
61687102,35,0,105.2,0.545,57.334
61687187,,0,68,0.232,15.776
61687189,75,1,417.27,0.404,168.57708
61687205,,0,66.08,0.616,40.70528
61687248,35,1,310.06,0.397,123.09382
61687277,,0,24.96,0.259,6.46464
61687345,3,0,171.44,0.22,37.7168
61687357,,0,80.96,0.588,47.60448
61687446,,0,20.96,0.196,4.10816
61687498,35,1,257.2,0.23,59.156
61687504,35,1,258.56,0.536,138.58816
61687526,,0,97.04,0.337,32.70248
61687535,,0,10.16,0.283,2.87528
61687551,,0,-114,0.427,-48.678
61687538,35,1,306.42,0.452,138.50184
61687724,,0,48.8,0.683,33.3304
61687903,,0,-15.84,0.64,-10.1376
61687957,35,1,251.28,0.546,137.19888
61687988,35,0,299.18,0.194,58.04092
61688072,,0,61.68,0.225,13.878
61688166,,0,-94.08,0.419,-39.41952
61688233,,0,140.08,0.378,52.95024
61688239,35,1,296.68,0.277,82.18036
61688469,,0,-58.56,0.449,-26.29344
61688506,,0,-34.4,0.289,-9.9416
61688533,35,0,265.04,0.219,58.04376
61688541,,0,-91.44,0.439,-40.14216
61688692,75,0,560.93,0.253,141.91529
61688766,,0,-114.96,0.379,-43.56984
61688772,35,1,339.83,0.205,69.66515
61688785,,0,-26.88,0.206,-5.53728
61688955,75,1,708.44,0.257,182.06908
61688974,,0,-19.44,0.24,-4.6656
61689009,,0,32.48,0.323,10.49104
61689039,,0,-108.48,0.311,-33.73728
61689081,,0,-57.2,0.21,-12.012
61689091,75,1,428.05,0.396,169.5078
61689163,35,1,378.61,0.253,95.78833
61689256,,0,-29.52,0.432,-12.75264
61689252,75,1,399,0.525,209.475
61689414,35,1,285.27,0.227,64.75629
61689476,,0,12.88,0.309,3.97992
61689510,35,0,271.81,0.294,79.91214
61689531,,0,125.52,0.217,27.23784
61689546,3,0,122.16,0.34,41.5344
61689576,35,1,262.32,0.265,69.5148
61689666,3,0,103.04,0.424,43.68896
61689744,,0,22.96,0.317,7.27832
61689751,,0,-11.44,0.179,-2.04776
61689836,,0,-17.84,0.218,-3.88912
61689899,,0,37.28,0.349,13.01072
61689911,3,0,133.84,0.214,28.64176
61689981,35,1,194.96,0.49,95.5304
61690044,,0,-52.32,0.331,-17.31792
61690139,50,1,419.6,0.259,108.6764
61690162,,0,19.92,0.434,8.64528
61690240,,0,28.08,0.303,8.50824
61690329,35,0,385.27,0.285,109.80195
61690346,,0,-47.84,0.189,-9.04176
61690376,,0,-102.08,0.424,-43.28192
61690456,35,1,216.72,0.413,89.50536
61690654,75,1,573.08,0.203,116.33524
61690705,75,1,485.6,0.398,193.2688
61690736,75,1,607.52,0.454,275.81408
61690915,,0,-93.12,0.419,-39.01728
61690982,75,1,623.86,0.314,195.89204
61691015,,0,32.48,0.43,13.9664
61691027,3,0,138,0.311,42.918
61691102,35,0,404.39,0.185,74.81215
61691239,,0,-71.44,0.272,-19.43168
61691421,,0,40.96,0.381,15.60576
61691506,35,0,160.24,0.306,49.03344
61691573,,0,228.96,0.311,71.20656
61691649,,0,-35.84,0.19,-6.8096
61691761,35,1,158.08,0.366,57.85728
61691790,,0,26.56,0.296,7.86176
61691865,,0,-80.8,0.197,-15.9176
61691891,,0,-11.6,0.376,-4.3616
61691878,75,1,555.84,0.437,242.90208
61691940,,0,31.6,0.217,6.8572
61692003,,0,77.76,0.235,18.2736
61692152,35,1,429.13,0.192,82.39296
61692290,,0,80.24,0.317,25.43608
61692286,35,0,114.64,0.54,61.9056
61692377,,0,-101.36,0.35,-35.476
61692427,,0,56.56,0.413,23.35928
61692526,35,0,456.97,0.146,66.71762
61692557,,0,70.8,0.282,19.9656
61692621,,0,-18.24,0.395,-7.2048
61692629,,0,-105.2,0.39,-41.028
61692669,,0,55.36,0.404,22.36544
61692691,,0,-3.68,0.288,-1.05984
61692698,,0,-23.12,0.33,-7.6296
61692719,75,1,631.75,0.307,193.94725
61692808,75,1,701.07,0.205,143.71935
61692930,,0,62,0.526,32.612
61692966,75,1,752.6,0.14,105.364
61693120,3,1,117.6,0.414,48.6864
61693186,,0,45.52,0.286,13.01872
61693213,75,1,450.42,0.295,132.8739
61693216,75,1,549.45,0.244,134.0658
61693225,35,1,168.96,0.422,71.30112
61693259,,0,119.04,0.196,23.33184
61693250,35,1,180.64,0.384,69.36576
61693371,,0,-20.24,0.268,-5.42432
61693395,35,1,187.52,0.515,96.5728
61693424,75,0,445.27,0.479,213.28433
61693454,,0,-92.4,0.39,-36.036
61693510,35,1,151.92,0.353,53.62776
61693681,,0,-73.6,0.536,-39.4496
61693683,35,1,263.2,0.195,51.324
61693722,,0,-97.84,0.222,-21.72048
61693735,35,1,284.87,0.455,129.61585
61693773,,0,62.08,0.376,23.34208
61693837,,0,74.16,0.24,17.7984
61693922,35,1,183.76,0.479,88.02104
61693939,3,0,209.6,0.18,37.728
61694008,75,1,706.51,0.297,209.83347
61694209,35,0,361.33,0.18,65.0394
61694228,50,1,336.75,0.505,170.05875
61694317,,0,100.88,0.341,34.40008
61694363,3,0,117.6,0.446,52.4496
61694506,,0,84.24,0.408,34.36992
61694557,75,1,730.91,0.624,456.08784
61694589,,0,6.96,0.286,1.99056
61694586,75,1,624.49,0.319,199.21231
61694631,75,1,469.19,0.328,153.89432
61694652,,0,-50.08,0.577,-28.89616
61694856,,0,-99.28,0.244,-24.22432
61694875,,0,-81.44,0.508,-41.37152
61694893,35,1,180.8,0.309,55.8672
61694950,75,1,758.66,0.171,129.73086
61694962,75,1,654.25,0.295,193.00375
61695011,,0,57.68,0.203,11.70904
61695380,3,1,191.28,0.228,43.61184
61695467,,0,-82.4,0.369,-30.4056
61695470,75,1,488.78,0.557,272.25046
61695503,,0,-2.64,0.243,-0.64152
61695550,,0,-72,0.51,-36.72
61695583,35,1,308.2,0.233,71.8106
61695608,35,1,159.2,0.396,63.0432
61695631,,0,-76.72,0.439,-33.68008
61695787,,0,-70.32,0.246,-17.29872
61695799,75,1,525.4,0.41,215.414
61696030,,0,84.16,0.426,35.85216
61696053,75,1,660.97,0.326,215.47622
61696087,,0,-120.08,0.409,-49.11272
61696089,50,0,583.25,0.149,86.90425
61696148,35,1,259.6,0.393,102.0228
61696151,35,0,228.88,0.309,70.72392
61696170,,0,73.6,0.313,23.0368
61696158,35,1,122.96,0.482,59.26672
61696282,,0,-36.96,0.449,-16.59504
61696324,,0,-108.72,0.335,-36.4212
61696385,75,1,486.79,0.303,147.49737
61696473,35,1,268.76,0.349,93.79724
61696527,,0,-59.44,0.38,-22.5872
61696592,,0,-92.72,0.508,-47.10176
61696621,35,1,309.29,0.402,124.33458
61696620,50,1,346.78,0.432,149.80896
61696752,35,0,319.6,0.217,69.3532
61697060,,0,-94.4,0.192,-18.1248
61697073,35,1,267.6,0.333,89.1108
61697111,35,0,384.84,0.251,96.59484
61697129,3,0,106,0.388,41.128
61697169,,0,13.36,0.43,5.7448
61697189,,0,-59.28,0.482,-28.57296
61697317,75,1,601.23,0.197,118.44231
61697381,,0,-113.44,0.284,-32.21696
61697471,,0,47.04,0.486,22.86144
61697478,,0,-86.08,0.328,-28.23424
61697489,3,1,317.14,0.189,59.93946
61697606,3,0,298.48,0.334,99.69232
61697612,,0,-105.52,0.35,-36.932
61697765,50,0,460.81,0.212,97.69172
61698039,,0,84.08,0.271,22.78568
61698105,,0,40.4,0.212,8.5648
61698091,35,0,348.19,0.313,108.98347
61698208,75,1,678.36,0.344,233.35584
61698232,35,1,261.12,0.217,56.66304
61698408,,0,-69.36,0.479,-33.22344
61698428,,0,9.44,0.327,3.08688
61698490,,0,-111.44,0.299,-33.32056
61698543,,0,-45.04,0.201,-9.05304
61698692,75,1,738.95,0.284,209.8618
61698858,35,1,224.24,0.303,67.94472
61698903,35,0,267.36,0.481,128.60016
61698964,,0,96.96,0.336,32.57856
61699054,35,1,191.84,0.393,75.39312
61699269,3,0,204.32,0.166,33.91712
61699337,,0,-2.16,0.526,-1.13616
61699342,75,1,694.02,0.373,258.86946
61699370,,0,38.48,0.239,9.19672
61699423,,0,88.48,0.467,41.32016
61699473,,0,54.24,0.194,10.52256
61699555,75,1,599.4,0.173,103.6962
61699563,75,1,552.6,0.318,175.7268
61699622,,0,87.76,0.404,35.45504
61699663,50,0,380.04,0.355,134.9142
61699697,,0,69.28,0.312,21.61536
61699711,,0,-49.6,0.46,-22.816
61699719,,0,-45.76,0.218,-9.97568
61699717,35,1,141.04,0.61,86.0344
61699770,,0,-66.96,0.277,-18.54792
61699856,,0,99.36,0.194,19.27584
61699844,3,1,155.84,0.168,26.18112
61699855,35,0,309.44,0.542,167.71648
61699871,75,1,403.48,0.484,195.28432
61699935,,0,-13.36,0.486,-6.49296
61699957,,0,94.88,0.399,37.85712
61700015,35,0,226.64,0.622,140.97008
61700093,,0,15.76,0.419,6.60344
61700182,50,1,347.15,0.427,148.23305
61700245,,0,-54.72,0.377,-20.62944
61700279,,0,2.16,0.519,1.12104
61700371,50,1,359.42,0.385,138.3767
61700426,,0,93.04,0.423,39.35592
61700451,,0,-26.56,0.423,-11.23488
61700486,,0,-49.44,0.436,-21.55584
61700490,,0,-55.76,0.4,-22.304
61700562,,0,95.36,0.335,31.9456
61700615,,0,-63.92,0.621,-39.69432
61700627,,0,74.08,0.376,27.85408
61700642,3,1,250.96,0.16,40.1536
61700671,35,1,321.43,0.372,119.57196
61700650,35,0,298.95,0.18,53.811
61700818,,0,-37.12,0.292,-10.83904
61700849,3,0,89.36,0.523,46.73528
61700855,75,1,508,0.313,159.004
61700882,3,0,143.6,0.324,46.5264
61700929,35,1,210.16,0.443,93.10088
61700977,35,1,204.72,0.279,57.11688
61701079,3,0,118.8,0.363,43.1244
61701129,,0,-103.52,0.345,-35.7144
61701303,35,1,284.87,0.291,82.89717
61701321,3,1,191.52,0.184,35.23968
61701387,,0,-15.12,0.547,-8.27064
61701392,35,1,212,0.417,88.404
61701419,35,0,399.91,0.147,58.78677
61701555,35,1,221.76,0.371,82.27296
61701583,,0,-49.68,0.572,-28.41696
61701595,75,1,639.65,0.233,149.03845
61701616,,0,-72.08,0.321,-23.13768
61701632,3,0,112.96,0.304,34.33984
61701939,50,1,378.53,0.356,134.75668
61701976,,0,75.76,0.257,19.47032
61701995,35,1,211.36,0.248,52.41728
61702002,35,1,235.52,0.288,67.82976
61702393,,0,86.96,0.311,27.04456
61702394,,0,98.16,0.367,36.02472
61702404,75,1,483.22,0.373,180.24106
61702412,75,1,811.81,0.199,161.55019
61702524,50,1,491.02,0.21,103.1142
61702785,75,1,496.83,0.407,202.20981
61702810,35,0,332.98,0.25,83.245
